repo_url,commit_hash,message
https://github.com/ensdomains/ethregistrar,0670dd291beb8b8fe9afecb7a88469c9fceefc6b,"Reclaim before transfer (#45)

* Reclaim before transfer

* Bump up the version to 1.2.9"
https://github.com/ensdomains/ethregistrar,fd599aefde5aeb978d88fe86719c822ca1523859,Allow name registration without updating the registry
https://github.com/ensdomains/ethregistrar,1201b53ffba3138ac37a6f680e543ad0b8c5c441,Migration contract for .eth registrar
https://github.com/ensdomains/ethregistrar,432f6dd27a2afe1c7360cf4d0b46958da180e0ca,Remove code relating to the legacy registrar from the BaseRegistrar
https://github.com/ensdomains/ethregistrar,ec51f88aed2c9be31db1fc242fd4c103a28d28b3,Add support for migrating auction registrar names over
https://github.com/ensdomains/ethregistrar,28e9de6b8cbb360b20c5e70ecd6b4ea96eb84686,Changes in response to review
https://github.com/ensdomains/ethregistrar,62d8a607e417e19692d5f8543e5e1096509d71b6,Fix ERC165 identifier for ERC721 token interface
https://github.com/ensdomains/ethregistrar,a3a24bef3897de6c7b6325ba3f4810ce8a4e7104,Use the new ENS contracts
https://github.com/ensdomains/ethregistrar,7e1fc51e9c1db529b7efcb86790be0b027242f59,Move unnecessary deps into a separate contract
https://github.com/ensdomains/ethregistrar,7f377e26af2236be410073cb6f5c2f8da06cff8c,Add support for migrating subdomain-registrar names
https://github.com/ensdomains/ethregistrar,a42584fb7b7b5425b4a32a362709a4ed6a1ce8fa,Don't do subdomain registrar migration if there is no old subdomain registrar
https://github.com/ensdomains/ethregistrar,f654360265164bc027ce535a028f2b491def57e6,Fix bug with solidity checks on return type for setSubnodeOwner
https://github.com/ensdomains/ethregistrar,b2ccd0e2f2e78ae3e4ef7e16a832beb513bce9c7,"upgrade/tests (#7)

* renamed files, using time function from helper

* upgraded

* updates

* fixes

* fix

* fix

* fix

* Update TestBaseRegistrar.js"
https://github.com/ensdomains/ethregistrar,7d2a68430d62004acbf7a30032ac5dd162f1c8f2,"Update the controller to support referrals and bulk renewals (#50)

* Support bulk renewal

* Add referral support to the registrar controller

* Changes in response to review"
https://github.com/ensdomains/ethregistrar,5e3947506067b5e086bc3fe87f1a73edc7de2c0d,"Revert ""Update the controller to support referrals and bulk renewals (#50)"" (#52)

This reverts commit 7d2a68430d62004acbf7a30032ac5dd162f1c8f2."
https://github.com/ensdomains/ethregistrar,eb81e93861871122044dace61ca5a99b47257520,"Bulkrenewal 2 (#51)

* Implement bulk renewal contract

* Fix tests broken by different tx return type

* Check for excess funds returned

* v2.0.2

Co-authored-by: Nick Johnson <arachnid@notdot.net>"
https://github.com/ensdomains/ethregistrar,b87d8842721584c00792f2ce477e19751d625117,"Refactor price oracles and introduce a linear premium price oracle (#53)

* Refactor price oracle

* Combine BasePriceOracle and StablePriceOracle

* Refactor out inclusion of BaseRegistrar

* Implement a linear premium price oracle

* Add tests for timeUntilPremium

* Changes in response to review

* More changes in response to review.

* Fix timeUntilPremium to operate on wei instead of attousd

* Add supportsInterface"
https://github.com/ensdomains/ethregistrar,75b4515b33ff06f4e5e980c36a9a5214e7d1bd4c,"Refactor to use chainlink oracle (#55)

* Refactor to use chainlink oracle

* Fix bulk renewal test"
https://github.com/ubiquity/ubiquity-dollar,988d46a192b52c0c28d467c28e8ce9d5faf5dda1,remove(submodule): readd contracts files
https://github.com/ubiquity/ubiquity-dollar,77f8dcd8b0efc0947845642a485859ae7230adfd,Refactors
https://github.com/ubiquity/ubiquity-dollar,2de9bad18df580b03961bd8a8704e5feb562b7bb,make 1 workspace for both contracts
https://github.com/ubiquity/ubiquity-dollar,2d5cc43381b1f30eb9552e2809137f6586ff5836,use native forge fmt
https://github.com/ubiquity/ubiquity-dollar,59cf4c901d2321e059afa3715601141b004a698d,upgrade solc version
https://github.com/ubiquity/ubiquity-dollar,8b39561bdf8dbb08c0ea634e6e797bc1756f69da,remove duplication
https://github.com/ubiquity/ubiquity-dollar,8dd1b0dd5542d0dfc3ff955bc80c92af4ce73371,Remove yeildProxy contract
https://github.com/ubiquity/ubiquity-dollar,938c192ef1e4e355b797cd813f70e16e15c201ed,Remove ABDKTest
https://github.com/ubiquity/ubiquity-dollar,b4df69a155d96317a738f8a8886040f8fa3c3e26,Create TestHelper
https://github.com/ubiquity/ubiquity-dollar,3256f04e3cb925604e5b29f78264d44cd3255824,create BondingFormulas.t.sol and prettier
https://github.com/ubiquity/ubiquity-dollar,2f51cb90ab5489f67b0d381eec34d49e193344fc,update file importing in DebtCoupon.sol
https://github.com/ubiquity/ubiquity-dollar,a3875b0675819af67bc1e58378cd42f64bd440c8,update test functions
https://github.com/ubiquity/ubiquity-dollar,f5e25a516674f1e19b8c20c274de6b6e50be838b,Fix path resolve issue and add a test
https://github.com/ubiquity/ubiquity-dollar,a42769ba21de80ee077d64c3fe670861ae7b66ae,CurveUADIncentive
https://github.com/ubiquity/ubiquity-dollar,664566eba12427a672fa861c64e71bf9108dd3a8,update helper contract and add curveUADIncentive
https://github.com/ubiquity/ubiquity-dollar,e24f53f9c0aba35247150e53bd75e10a168d57f0,Create DebtCoupon.t.sol
https://github.com/ubiquity/ubiquity-dollar,9d68e4c99335c73e6f6c63a105ca40b43befe42e,DebtCoupon
https://github.com/ubiquity/ubiquity-dollar,283b79cc8bdd91e68eaf08aaf730e42b3623d09f,Create DebtCouponManager.t.sol
https://github.com/ubiquity/ubiquity-dollar,aa41d56fd3f0533231c3da5b74314630ad09bce8,feat(yield): add contracts
https://github.com/ubiquity/ubiquity-dollar,f23930ccd98ab14df3c292e61baccd6ee03b116f,fix(yield): adapt tests
https://github.com/ubiquity/ubiquity-dollar,39aedfe9b9f17c494791181d26bb31f3618fa4b5,fix(proxy): small fix from review
https://github.com/ubiquity/ubiquity-dollar,c8c12192a1a81d3e3a93d65a4c0102379d492480,fix(yield): add tests
https://github.com/ubiquity/ubiquity-dollar,acc2e6de6caf2aaae854abeaf7091b06933dc7bb,updates
https://github.com/ubiquity/ubiquity-dollar,d7b9e56b66f3a3e2707ade2c5ae459535bd52326,long way to go
https://github.com/ubiquity/ubiquity-dollar,72be8f0d8e6a5424d9cf77726de0c5b662046a3b,deploy a couple of contracts in the construction stage
https://github.com/ubiquity/ubiquity-dollar,8350c593759d13bf1275c0b9c4b68995fc2b86bd,Add more functions to MockDebtCoupon contract
https://github.com/ubiquity/ubiquity-dollar,c052d4c8848bb79e1a65a4ddd1d2d7fc680846a3,Update DebtCouponManager.t.sol
https://github.com/ubiquity/ubiquity-dollar,1357d6414a1ce5a64a55724c95efaec010e1aa66,DebtCouponManager.t.sol
https://github.com/ubiquity/ubiquity-dollar,86d01178e769a82483ac55bf5704437235dc8462,DollarMintingCalculator
https://github.com/ubiquity/ubiquity-dollar,58132a924558fed6cb3a7a9cd200b4637983a226,testing BSV2 and MCV2
https://github.com/ubiquity/ubiquity-dollar,47e444cb0c37e86be3ed79d1b6653d9f1a082d8c,chef slippage
https://github.com/ubiquity/ubiquity-dollar,610b36516eff5b96474c031c17b6d4cc80c98fd9,ExcessDollarsDistributor
https://github.com/ubiquity/ubiquity-dollar,421eae9d4d21491de4699f89603c215848da35ff,tests complete
https://github.com/ubiquity/ubiquity-dollar,92c1ac89a4207178e853d1bdddec006a198bb466,"Revert ""269 unit tests conversion"""
https://github.com/ubiquity/ubiquity-dollar,0551fc27d65f23dc81d5ad72e109fe3da84c205c,rebuild branch commit only tests and mocks
https://github.com/ubiquity/ubiquity-dollar,1b67bede6607ac53ec500dc8450f67a4a75fd2a6,missing tests
https://github.com/ubiquity/ubiquity-dollar,9eb5f68359700b0ee6c1cfb7dd08fec60544ccf8,TWAPOracle
https://github.com/ubiquity/ubiquity-dollar,9221f7a84ab186ea1f91398cde43defdf97a1c90,Add detailed mock for TWAPOracle and test fixes
https://github.com/ubiquity/ubiquity-dollar,8982bbe5e0ea914647a30b3c2a935f0f8bfb722f,revert
https://github.com/ubiquity/ubiquity-dollar,15a933a72d1c05f2e00d5d41227bc9009fe4a32f,Rename for live/local test helpers
https://github.com/ubiquity/ubiquity-dollar,7a359f3f16c6fe131e14eb58e581395c368c4154,ERC20Ubiquity
https://github.com/ubiquity/ubiquity-dollar,c7cddc14c1e252e39b453ecde3084fa4204d1c48,Create ERC1155Ubiquity.t.sol
https://github.com/ubiquity/ubiquity-dollar,f0e0e7444a320e2be9fe5d9509c38a8c6a8309d7,delete wrong tests
https://github.com/ubiquity/ubiquity-dollar,11cc3554d555eaa6ed4b169a9b9b0a97b82a106d,complete erc1155ubiquity test
https://github.com/ubiquity/ubiquity-dollar,8388004406044782ef6b9cc577a3e2604ab52a18,add testTotalLp to todo list
https://github.com/ubiquity/ubiquity-dollar,0ae3143506ae81b16b8a79793cd3f2d96b2a7b9f,a bunch of refactors to make slither working
https://github.com/ubiquity/ubiquity-dollar,01a27da75c7b7751b846c90f41d9a2f85ba047bc,refactor folder structure
https://github.com/ubiquity/ubiquity-dollar,8fee39e616353a73258d4a096e0f8a7084e1ea9c,resolve remapping issue
https://github.com/ubiquity/ubiquity-dollar,a71228663f4e1d121934e4420f825b16b6b6c49a,recreate mockerc20 and fix openzeppelin path issue
https://github.com/ubiquity/ubiquity-dollar,e810e8b28b31c9664ba25236ef40d579b0897381,add interface functions
https://github.com/ubiquity/ubiquity-dollar,96ef5bf65508bd44e7d966245447339e4c242bfa,update test prefix
https://github.com/ubiquity/ubiquity-dollar,d35e0281e19195b38755365afbba2e2bbf9b257e,comment test_TotalLp
https://github.com/ubiquity/ubiquity-dollar,bf5ef5cd95159c3455a9c2ea8d2448934a476417,Enable ProxyYieldAggregator test
https://github.com/ubiquity/ubiquity-dollar,b0fdaeb4806258ee7f79e3c202e0e8001e23111a,forge fmt setting in foundry.toml
https://github.com/ubiquity/ubiquity-dollar,acfa07424b5e91e6100183bf0b1eb7977040b558,Adapt the contract to simplify UBQ farming #243
https://github.com/ubiquity/ubiquity-dollar,294b74749ed7f4ee7b9b3643a55067467fac05ea,move abdk to lib
https://github.com/ubiquity/ubiquity-dollar,e187a79d28c7433ee128112df70f692932219e2e,upgrade solidity version
https://github.com/ubiquity/ubiquity-dollar,29300d86a45d2ff71b12154a36634a320a0aaa92,finalize
https://github.com/ubiquity/ubiquity-dollar,2f741b33a2af3cce9fda3b7005436274706d4a55,refactor: small renaming to accommodate future plans
https://github.com/ubiquity/ubiquity-dollar,217d45dc17db450ce5452fcf2d1ba523269b83e0,refactor: missed a couple
https://github.com/ubiquity/ubiquity-dollar,4f0ac41db7b4435e0bbc59f0d242b23f22841c01,fix: parameter list
https://github.com/ubiquity/ubiquity-dollar,47a80d321663069b5827b42428eb6dc8a6d96a8d,Remove unnecessary files
https://github.com/ubiquity/ubiquity-dollar,9cbac83a8710ea3e0455395948279b28e116e299,remove dependencies for non-existing contracts
https://github.com/ubiquity/ubiquity-dollar,5bca1918063cc3fc09ea6fee950f522aa1e956f4,Revert due to dapp changes
https://github.com/ubiquity/ubiquity-dollar,3d97e7c68ce184b2a29ccfb6fb0a8100c38419c5,fix unchecked-transfer issue
https://github.com/ubiquity/ubiquity-dollar,1c237007badbdd4c2cf5ff7d4bbd090f18428e04,performs a multiplication on the result of division
https://github.com/ubiquity/ubiquity-dollar,3e80a1a17a9a5d3dea56409bc6b0f4d3372c3c1b,fix too many digits and constant
https://github.com/ubiquity/ubiquity-dollar,357863880e98c07f3f58de9137d007b9c5d7ac4f,missing inheritance
https://github.com/ubiquity/ubiquity-dollar,2ea90923ee530896c92024c5bd23606bfea1c76b,test: add more tests for ERC20Ubiquity contract
https://github.com/ubiquity/ubiquity-dollar,a6a5ff59e6307325e0fb06b1ef86c6d923452c29,test: fix ERC20Ubiquity tests
https://github.com/ubiquity/ubiquity-dollar,808e538aa52865f41a10916b022747ab8be17e66,Adds cspell ignore files and words
https://github.com/ubiquity/ubiquity-dollar,77c12e89baf23b7e9353af07c7014958edfb0ebc,Fixes comment misspellings
https://github.com/ubiquity/ubiquity-dollar,45a170320658e9276e7ff00c9d1c5d987b375fcf,"Reverts lib

Reverts property changes"
https://github.com/ubiquity/ubiquity-dollar,77b858a81e8fc67f952594a49ecbc06b5fad707a,Ignores sol interfaces
https://github.com/ubiquity/ubiquity-dollar,ffed140607b78b3f4b1822f8081519a2884c435b,Removes ignored words workarounds
https://github.com/ubiquity/ubiquity-dollar,82e81057efb75caed62912c52f0c6a2c6a4d36ff,rename(nft): TheUbiquityStick to UbiquiStick
https://github.com/ubiquity/ubiquity-dollar,9f4310791342d0bf2fd6ae6262c40fa9362fc9f7,Fix broken build
https://github.com/ubiquity/ubiquity-dollar,ce8eb6767946faa457e8bacd25f78ee87012d9c0,Wrong reference path
https://github.com/ubiquity/ubiquity-dollar,9582cbee7f521faab486dec31432754054f963e0,fix(spelling): forgot a last one
https://github.com/ubiquity/ubiquity-dollar,ceda06c08904fd57011e3962f81319f3ff55d864,test: add tests for DirectGovernanceFarmer contract
https://github.com/ubiquity/ubiquity-dollar,e87492e02da226a4887de2325195600f4f881e11,refactor: rename UbiquityAlgorithmicDollar to UbiquityDollarToken
https://github.com/ubiquity/ubiquity-dollar,1503fa9fb8e290a07ed41f7eb0a6859905aacfb1,refactor: rename IUbiquityAlgorithmicDollar to IUbiquityDollarToken
https://github.com/ubiquity/ubiquity-dollar,4d4de2d2dd446e27f65975df326bc8d696dfd930,refactor: rename TWAPOracle to TWAPOracleDollar3pool
https://github.com/ubiquity/ubiquity-dollar,a61055153b1932ea2a3b501b7a6c2932a9c6d30f,refactor: rename UbiquityGovernance to UbiquityGovernanceToken
https://github.com/ubiquity/ubiquity-dollar,5232c0a10afade6c894e69f3c452e5bcf3deb390,refactor: rename MockuADToken to MockDollarToken
https://github.com/ubiquity/ubiquity-dollar,8ee8f95e761883ae703c00119e2bda199b6c0c91,refactor: rename UbiquityAutoRedeem to UbiquityCreditToken
https://github.com/ubiquity/ubiquity-dollar,ea508f00f153e9319d4ccf87ef9eaad46f6e20b8,refactor: rename UbiquityAlgorithmicDollarManager to UbiquityDollarManager
https://github.com/ubiquity/ubiquity-dollar,15a28c0f46cebe5a93ce03c1b66c7a78ea1ff567,refactor: remove ProxyYieldAggregator
https://github.com/ubiquity/ubiquity-dollar,42df11e81d35ed009dc62ea32c35fba33f1501a6,refactor: rename UARForDollarsCalculator to CreditRedemptionCalculator
https://github.com/ubiquity/ubiquity-dollar,8d7d4a4f939ee6a6daa148a74c4d007aae242c0d,refactor: rename MasterChefV2 to UbiquityChef
https://github.com/ubiquity/ubiquity-dollar,95db06b55d04a6d8da1361ae5e577068363160b4,refactor: rename ExcessDollarsDistributor to DollarMintExcess
https://github.com/ubiquity/ubiquity-dollar,d7d04c3b66a7464c5a2985d4c44be07906feeaaf,refactor: rename DollarMintingCalculator to DollarMintCalculator
https://github.com/ubiquity/ubiquity-dollar,4f56c030816ac39d75356c126f1abd8497644a46,refactor: rename CouponsForDollarsCalculator to CreditNFTRedemptionCalculator
https://github.com/ubiquity/ubiquity-dollar,ccc1a3d0b74799cebdc505a9d239a26066b40ff6,refactor: rename DebtCoupon to CreditNFT
https://github.com/ubiquity/ubiquity-dollar,373a06a46c9ae25f6b4ebef93ed8730812f0bc73,refactor: rename DebtCouponManager to CreditNFTManager
https://github.com/ubiquity/ubiquity-dollar,8d4949ee7456135f63759e315e336d920492e829,refactor: rename CurveUADIncentive to CurveDollarIncentive
https://github.com/ubiquity/ubiquity-dollar,28ff8a745dd8329897f311c862adef188e742ace,refactor: rename BondingFormulas to StakingFormulas
https://github.com/ubiquity/ubiquity-dollar,beec721bf0b58fd0fd7e58d5023b8da5bfa01031,refactor: rename BondingShareV2 to StakingShare
https://github.com/ubiquity/ubiquity-dollar,12741fe24df08fe1c050b1e6ead5fe9df750cbe8,refactor: rename BondingV2 to Staking
https://github.com/ubiquity/ubiquity-dollar,10ee07b56dce468eb32cbd52ef65c271ca0f3786,refactor: rename IDebtRedemption to ICreditNFTManager
https://github.com/ubiquity/ubiquity-dollar,099a5372f1d017f4b477ca36ffc8011c3e6cfb04,refactor: move protocol contracts to core folder
https://github.com/ubiquity/ubiquity-dollar,7fa4af79b6eb1d87fd0569a1315ca65c21e63cc9,refactor: remove token symbols in DirectGovernanceFarmer
https://github.com/ubiquity/ubiquity-dollar,28adbdfef71cd817c7474cf2de364e717d3998c2,refactor: remove token symbols in ERC20Ubiquity
https://github.com/ubiquity/ubiquity-dollar,e236cbba78011d3da295b52901ef52643bf01053,refactor: remove token symbols in ERC1155Ubiquity
https://github.com/ubiquity/ubiquity-dollar,efa05b3a665a3aff1b99644e70c785fe92877627,refactor: remove token symbols in StakingShare
https://github.com/ubiquity/ubiquity-dollar,23dcc380771628354d7110d37a3da1c7851b9395,refactor: remove token symbols from StakingFormulas
https://github.com/ubiquity/ubiquity-dollar,169fcb23e174e24b1ee7b470b596c01f8ec0f019,refactor: remove token symbols from Staking
https://github.com/ubiquity/ubiquity-dollar,3c8ffffb39fa17fdfb6a87a1ba1689c1042ed378,refactor: remove token symbols in SushiSwapPool
https://github.com/ubiquity/ubiquity-dollar,b000cafae2c4a27a18ae475099fee7f8cc443e9f,refactor: remove token symbols from UbiquityChef
https://github.com/ubiquity/ubiquity-dollar,bf94a3b47771d162366b8c29386858872b60f556,refactor: remove token symbols from LocalTestHelper
https://github.com/ubiquity/ubiquity-dollar,825170aba7106e371391b74f3a62968674bb7f5d,refactor: remove token symbols in LiveTestHelper
https://github.com/ubiquity/ubiquity-dollar,8dd5f8c82d27ea2a8b50855e08bbc05b8b64c754,refactor: remove token symbols in CurveDollarIncentive
https://github.com/ubiquity/ubiquity-dollar,260003d41e7b9efe31d823c32dbc9afe22f9ff8b,refactor: remove token symbols in UbiquityDollarToken
https://github.com/ubiquity/ubiquity-dollar,481fefe4698aa5e15259e6302fc4de453d2041bc,refactor: remove token symbols in UbiquityDollarManager
https://github.com/ubiquity/ubiquity-dollar,cbfcd4b6fd3bc9092ccb8e87f832c7e9825d4c1d,refactor: remove token symbols in UbiquityCreditToken
https://github.com/ubiquity/ubiquity-dollar,0cb6f6440eaccccbc555cb50d39f0b9c4e3c7714,refactor: remove token symbols in TWAPOracleDollar3pool
https://github.com/ubiquity/ubiquity-dollar,502f48785b964b9b7637a2470a3498afcb00214f,refactor: remove token symbols in DollarMintExcess
https://github.com/ubiquity/ubiquity-dollar,a3448066f771e30780dbf733cdf035541341492b,refactor: remove token symbols in DollarMintCalculator
https://github.com/ubiquity/ubiquity-dollar,6a62749000a82cd01c5a619b47a492588fa1dac1,refactor: remove token symbols in CreditRedemptionCalculator
https://github.com/ubiquity/ubiquity-dollar,b58713f929fa4b4e023106e6b34360cca7917f74,refactor: remove token symbols in CreditNFTRedemptionCalculator
https://github.com/ubiquity/ubiquity-dollar,c0b376a21fcb2c1b022cc01aeaf4c39a2415bcd1,refactor: remove token symbols in CreditNFT
https://github.com/ubiquity/ubiquity-dollar,54fa9bec81b9bc8b36240489e053ff3a21610dee,refactor: remove token symbols in CreditNFTManager
https://github.com/ubiquity/ubiquity-dollar,5c256c1d197d79bb9f3371424d16856047a727b1,refactor: remove token symbols in interfaces
https://github.com/ubiquity/ubiquity-dollar,525ccb3cd849087d3d08c8ec78e7ec2bad45e823,refactor: change contract names and shorthand gov
https://github.com/ubiquity/ubiquity-dollar,96eb572d3a1f25f0958073aed732c6a78712312f,refactor: remove gov shorthand from role names
https://github.com/ubiquity/ubiquity-dollar,1b84f98d971ed351be6b7ea4261ea8eb89b214f5,refactor: rename ugov to governance
https://github.com/ubiquity/ubiquity-dollar,0c4a2896e0564140dad1e060636e48db61aa4e30,"fixes ubiquity/ubiquity-dollar#315 + tests

added tests for all the new functions + comments to explain the logic"
https://github.com/ubiquity/ubiquity-dollar,0069a6234f4a657a28f7cd946a24dbd5fc522c56,cosmetic changes
https://github.com/ubiquity/ubiquity-dollar,4bc145b949a65e1192df4a1e138910519e828258,slither issues
https://github.com/ubiquity/ubiquity-dollar,fe1631f8bc76b8bae080e925e7108fb8735512ed,up to slither 204
https://github.com/ubiquity/ubiquity-dollar,588363159e2b6b12897f4b569eb6c8cd775da859,recheck slither
https://github.com/ubiquity/ubiquity-dollar,66f09fd4f21f1203e8a2672e397fe3c4a514d648,added balance checks for succesful transfers + transfer events check
https://github.com/ubiquity/ubiquity-dollar,971c4c0dcba3250f65d0f20e4ca570d5692237ce,build bump
https://github.com/ubiquity/ubiquity-dollar,5b26aca2152e20921e25489870a1ce41fe6f4328,Cleanup Slither Flags
https://github.com/ubiquity/ubiquity-dollar,9645f0b5db2c65e7acc188eace87f66d56b1df7f,complilation errors
https://github.com/ubiquity/ubiquity-dollar,c635e283f06c4fa72a3e815b62afbbe8f7504961,"rentrancy, unitialized variables, return values"
https://github.com/ubiquity/ubiquity-dollar,28dbc7f5c447444e1a686555eeb0fa0416480e34,rentrancy in addLiquidity()
https://github.com/ubiquity/ubiquity-dollar,fadfc84819e105cffb2482c636b7968855074bd3,"gas savings in MCV2, reentrancy in CollectableDust"
https://github.com/ubiquity/ubiquity-dollar,43c8576646ef6bad791663642c331dfff344f985,"Added diamond implementation, unit test as well as deployment script"
https://github.com/ubiquity/ubiquity-dollar,d31f21eddb2ebf42631471fd5b9fca6d2a698220,gas optimization MCV2
https://github.com/ubiquity/ubiquity-dollar,bc2a9e5f27714b1ddc3c0c5fddb0fe7bbeeae29b,_updatePool outside loop
https://github.com/ubiquity/ubiquity-dollar,22c0d850d017dd2526125bf4ba5f2fab7c6847d9,"Revert ""_updatePool outside loop""

This reverts commit bc2a9e5f27714b1ddc3c0c5fddb0fe7bbeeae29b."
